date,train_id,route_id,section_id,origin_station,destination_station,distance_km,scheduled_section_time_min,actual_section_time_min,current_delay_min,average_speed_kmph,congestion_level,weather_condition,operational_event,dwell_time_min,historical_section_avg_time
2025-01-14,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,62,68,66.9,0.2,Clear,Normal,5,68
2025-01-14,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,79,78,70.0,0.41,Clear,Normal,3,86
2025-01-14,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,108,88,68.2,0.63,Clear,Normal,4,110
2025-01-14,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,60,20,43.9,0.26,Clear,Normal,8,47
2025-01-14,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,87,47,48.1,0.38,Clear,Normal,6,68
2025-01-14,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,106,82,52.4,0.11,Clear,Normal,6,86
2025-01-14,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,146,119,50.4,0.51,Clear,Normal,5,110
2025-01-15,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,31,61,83.8,0.29,Clear,Normal,4,47
2025-01-15,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,49,59,85.1,0.66,Clear,Normal,6,68
2025-01-15,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,64,56,86.5,0.16,Clear,Normal,7,86
2025-01-15,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,51,93.8,0.58,Clear,Normal,2,110
2025-01-15,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,11,93.0,0.24,Clear,Normal,2,47
2025-01-15,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,44,6,94.2,0.78,Clear,Normal,3,68
2025-01-15,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,63,0,88.3,0.47,Clear,Normal,8,86
2025-01-15,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,82,0,89.3,0.88,Clear,Normal,9,110
2025-01-15,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,46,24,56.6,0.82,Heavy Rain,Normal,4,47
2025-01-15,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,66,37,62.9,0.75,Clear,Normal,4,68
2025-01-15,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,87,51,63.7,0.87,Clear,Normal,4,86
2025-01-15,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,109,69,67.6,0.23,Clear,Normal,7,110
2025-01-15,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,57,0,46.2,0.11,Clear,Normal,8,47
2025-01-15,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,82,24,51.0,0.21,Clear,Normal,4,68
2025-01-15,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,124,54,44.8,0.9,Clear,Normal,8,86
2025-01-15,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,109,48.7,0.84,Clear,Normal,4,110
2025-01-16,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,32,25,81.2,0.49,Clear,Normal,5,47
2025-01-16,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,45,24,92.6,0.8,Clear,Normal,2,68
2025-01-16,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,66,17,83.9,0.91,Clear,Normal,9,86
2025-01-16,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,14,93.8,0.56,Clear,Normal,2,110
2025-01-16,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,33,0,79.0,0.33,Clear,Normal,7,47
2025-01-16,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,0,88.2,0.22,Clear,Normal,6,68
2025-01-16,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,58,0,95.9,0.12,Clear,Normal,3,86
2025-01-16,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,76,0,96.3,0.55,Clear,Normal,3,110
2025-01-16,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,42,50,61.9,0.11,Clear,Normal,6,47
2025-01-16,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,65,59,63.9,0.76,Clear,Normal,3,68
2025-01-16,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,82,72,67.5,0.26,Clear,Normal,6,86
2025-01-16,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,114,85,64.6,0.79,Clear,Normal,7,110
2025-01-16,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,66,24,39.9,0.76,Heavy Rain,Normal,4,47
2025-01-16,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,81,57,51.7,0.16,Clear,Normal,4,68
2025-01-16,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,121,86,45.9,0.75,Clear,Normal,8,86
2025-01-16,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,149,138,49.4,0.46,Clear,Normal,9,110
2025-01-17,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,82,0,32.0,0.34,Dense Fog,Normal,5,47
2025-01-17,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,112,49,37.4,0.55,Dense Fog,Normal,4,68
2025-01-17,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,136,109,40.9,0.79,Dense Fog,Normal,2,86
2025-01-17,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,131,176,56.1,0.76,Dense Fog,Normal,6,110
2025-01-17,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,87,24,30.2,0.49,Dense Fog,Normal,4,47
2025-01-17,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,114,78,36.6,0.82,Dense Fog,Normal,4,68
2025-01-17,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,101,140,55.1,0.63,Dense Fog,Normal,6,86
2025-01-17,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,120,172,61.2,0.93,Dense Fog,Normal,3,110
2025-01-17,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,102,14,25.7,0.96,Dense Fog,Normal,9,47
2025-01-17,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,135,83,30.9,0.78,Dense Fog,Normal,7,68
2025-01-17,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,134,166,41.4,0.98,Dense Fog,Normal,2,86
2025-01-17,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,182,231,40.5,0.72,Dense Fog,Normal,6,110
2025-01-17,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,102,48,25.8,0.14,Dense Fog,Normal,8,47
2025-01-17,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,140,117,29.9,0.6,Dense Fog,Normal,3,68
2025-01-17,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,140,205,39.7,0.21,Dense Fog,Normal,2,86
2025-01-17,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,231,276,31.9,0.2,Dense Fog,Normal,8,110
2025-01-18,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,37,37,70.4,0.69,Light Fog,Normal,5,47
2025-01-18,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,41,88.7,0.17,Light Fog,Normal,4,68
2025-01-18,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,81,36,68.5,0.75,Light Fog,Normal,8,86
2025-01-18,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,92,48,79.6,0.59,Light Fog,Normal,3,110
2025-01-18,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,43,0,60.8,0.48,Light Fog,Normal,7,47
2025-01-18,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,49,10,84.7,0.52,Light Fog,Normal,7,68
2025-01-18,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,233,7,23.9,0.58,Light Fog,Signal Failure,8,86
2025-01-18,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,158,171,46.5,0.79,Light Fog,Signal Failure,9,110
2025-01-18,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,69,0,37.9,0.4,Light Fog,Normal,6,47
2025-01-18,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,78,36,53.3,0.1,Light Fog,Normal,7,68
2025-01-18,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,117,62,47.4,0.87,Light Fog,Normal,7,86
2025-01-18,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,130,110,56.7,0.35,Light Fog,Normal,8,110
2025-01-18,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,74,0,35.6,0.45,Light Fog,Normal,5,47
2025-01-18,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,108,41,38.8,0.82,Light Fog,Normal,4,68
2025-01-18,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,149,97,37.3,0.98,Light Fog,Normal,9,86
2025-01-18,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,165,177,44.6,0.65,Light Fog,Normal,5,110
2025-01-19,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,31,32,83.8,0.21,Clear,Normal,4,47
2025-01-19,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,30,88.7,0.27,Clear,Normal,4,68
2025-01-19,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,65,25,85.2,0.67,Clear,Normal,8,86
2025-01-19,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,82,21,89.3,1.0,Clear,Normal,6,110
2025-01-19,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,3,93.0,0.54,Clear,Normal,2,47
2025-01-19,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,50,0,83.0,0.3,Clear,Normal,9,68
2025-01-19,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,61,0,91.2,0.91,Clear,Normal,6,86
2025-01-19,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,0,93.9,0.34,Clear,Normal,5,110
2025-01-19,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,38,0,68.3,0.4,Clear,Normal,2,47
2025-01-19,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,65,5,63.9,0.47,Clear,Normal,8,68
2025-01-19,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,79,18,70.0,0.14,Heavy Rain,Normal,3,86
2025-01-19,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,112,28,65.8,0.71,Clear,Normal,6,110
2025-01-19,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,71,9,37.1,0.89,Clear,Normal,7,47
2025-01-19,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,85,47,49.2,0.41,Clear,Normal,3,68
2025-01-19,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,122,80,45.5,0.76,Clear,Normal,9,86
2025-01-19,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,152,133,48.4,0.87,Clear,Normal,4,110
2025-01-20,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,32,0,81.2,0.73,Clear,Normal,5,47
2025-01-20,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,0,88.7,0.88,Clear,Normal,4,68
2025-01-20,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,134,0,41.5,0.31,Clear,Cattle Runover,8,86
2025-01-20,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,81,65,90.4,0.78,Heavy Rain,Normal,5,110
2025-01-20,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,28,0,93.0,0.66,Heavy Rain,Normal,2,47
2025-01-20,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,50,0,83.0,0.44,Clear,Normal,9,68
2025-01-20,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,0,89.7,0.2,Clear,Normal,7,86
2025-01-20,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,0,93.9,0.86,Heavy Rain,Normal,5,110
2025-01-20,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,43,22,60.5,0.72,Clear,Normal,3,47
2025-01-20,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,64,32,64.8,0.79,Clear,Normal,2,68
2025-01-20,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,83,44,66.7,0.66,Clear,Normal,4,86
2025-01-20,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,111,58,66.4,0.71,Clear,Normal,5,110
2025-01-20,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,70,13,37.6,0.78,Clear,Normal,8,47
2025-01-20,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,91,50,46.0,0.43,Clear,Normal,9,68
2025-01-20,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,115,89,48.3,0.5,Clear,Normal,7,86
2025-01-20,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,136,135,54.1,0.19,Clear,Normal,2,110
2025-01-21,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,34,22,76.5,0.71,Clear,Normal,7,47
2025-01-21,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,52,23,80.3,0.97,Clear,Normal,9,68
2025-01-21,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,61,23,90.7,0.48,Clear,Normal,4,86
2025-01-21,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,15,91.5,0.5,Clear,Normal,4,110
2025-01-21,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,32,29,81.5,0.31,Clear,Normal,6,47
2025-01-21,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,44,28,94.2,0.74,Clear,Normal,3,68
2025-01-21,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,20,89.7,0.97,Clear,Normal,7,86
2025-01-21,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,77,13,95.1,0.24,Clear,Normal,4,110
2025-01-21,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,41,19,63.4,0.13,Clear,Normal,5,47
2025-01-21,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,64,27,64.8,0.52,Clear,Normal,7,68
2025-01-21,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,85,39,65.1,0.72,Clear,Normal,5,86
2025-01-21,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,109,55,67.6,0.24,Clear,Normal,7,110
2025-01-21,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,67,22,39.3,0.82,Clear,Normal,4,47
2025-01-21,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,91,56,46.0,0.52,Clear,Normal,7,68
2025-01-21,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,119,95,46.7,0.64,Clear,Normal,9,86
2025-01-21,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,152,145,48.4,0.96,Clear,Normal,2,110
2025-01-22,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,36,0,72.3,0.23,Clear,Normal,9,47
2025-01-22,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,52,3,80.3,0.41,Clear,Normal,9,68
2025-01-22,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,59,3,93.8,0.57,Heavy Rain,Normal,2,86
2025-01-22,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,79,0,92.6,0.84,Clear,Normal,3,110
2025-01-22,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,33,9,79.0,0.61,Clear,Normal,7,47
2025-01-22,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,46,9,90.1,0.14,Clear,Normal,5,68
2025-01-22,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,62,3,89.7,0.74,Clear,Normal,7,86
2025-01-22,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,75,0,97.6,0.65,Clear,Normal,2,110
2025-01-22,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,40,23,64.9,0.41,Clear,Normal,4,47
2025-01-22,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,66,30,62.9,0.6,Clear,Normal,7,68
2025-01-22,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,81,44,68.3,0.68,Clear,Normal,2,86
2025-01-22,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,112,56,65.8,0.75,Clear,Normal,5,110
2025-01-22,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,67,17,39.3,0.88,Clear,Normal,3,47
2025-01-22,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,95,51,44.1,0.77,Clear,Normal,6,68
2025-01-22,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,112,94,49.6,0.55,Clear,Normal,3,86
2025-01-22,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,148,137,49.7,0.4,Heavy Rain,Normal,9,110
2025-01-23,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,56,0,46.7,0.16,Dense Fog,Normal,2,47
2025-01-23,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,86,23,48.6,0.26,Dense Fog,Normal,8,68
2025-01-23,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,125,57,44.5,0.86,Dense Fog,Normal,5,86
2025-01-23,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,169,113,43.5,0.79,Dense Fog,Normal,9,110
2025-01-23,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,92,21,28.6,0.56,Dense Fog,Normal,5,47
2025-01-23,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,98,80,42.6,0.46,Dense Fog,Normal,3,68
2025-01-23,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,122,126,45.7,0.81,Dense Fog,Normal,3,86
2025-01-23,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,105,179,69.9,0.36,Dense Fog,Normal,4,110
2025-01-23,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,72,39,36.3,0.22,Dense Fog,Normal,5,47
2025-01-23,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,132,78,31.6,0.26,Dense Fog,Normal,7,68
2025-01-23,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,112,158,49.5,0.26,Dense Fog,Normal,7,86
2025-01-23,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,193,201,38.2,0.32,Dense Fog,Normal,6,110
2025-01-23,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,117,37,22.5,0.56,Dense Fog,Normal,5,47
2025-01-23,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,169,121,24.8,0.25,Dense Fog,Normal,2,68
2025-01-23,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,176,238,31.6,0.33,Dense Fog,Normal,6,86
2025-01-23,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,237,345,31.1,0.8,Dense Fog,Normal,5,110
2025-01-24,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,57,0,45.9,0.25,Dense Fog,Normal,6,47
2025-01-24,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,76,24,55.0,0.85,Dense Fog,Normal,6,68
2025-01-24,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,82,48,67.6,0.66,Dense Fog,Normal,2,86
2025-01-24,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,151,61,48.7,0.25,Dense Fog,Normal,4,110
2025-01-24,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,88,4,29.9,0.7,Dense Fog,Normal,2,47
2025-01-24,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,102,59,40.9,0.83,Dense Fog,Normal,8,68
2025-01-24,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,92,109,60.5,0.29,Dense Fog,Normal,3,86
2025-01-24,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,128,132,57.4,0.21,Dense Fog,Normal,5,110
2025-01-24,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,125,12,21.0,0.26,Dense Fog,Normal,6,47
2025-01-24,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,103,104,40.5,0.63,Dense Fog,Normal,3,68
2025-01-24,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,168,155,33.1,0.53,Dense Fog,Normal,4,86
2025-01-24,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,159,254,46.4,0.39,Dense Fog,Normal,2,110
2025-01-24,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,128,0,20.6,0.33,Dense Fog,Normal,3,47
2025-01-24,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,146,95,28.7,0.58,Dense Fog,Normal,9,68
2025-01-24,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,184,189,30.2,0.23,Dense Fog,Normal,3,86
2025-01-24,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,188,304,39.2,0.25,Dense Fog,Normal,2,110
2025-01-25,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,35,0,74.4,0.33,Light Fog,Normal,8,47
2025-01-25,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,61,2,68.5,0.44,Light Fog,Normal,3,68
2025-01-25,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,73,11,75.9,0.88,Light Fog,Normal,2,86
2025-01-25,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,102,15,71.9,0.94,Light Fog,Normal,5,110
2025-01-25,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,43,0,60.8,0.29,Light Fog,Normal,7,47
2025-01-25,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,48,10,86.4,0.69,Light Fog,Normal,3,68
2025-01-25,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,57,6,97.6,0.39,Light Fog,Normal,2,86
2025-01-25,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,98,0,74.8,0.78,Light Fog,Normal,8,110
2025-01-25,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,52,21,50.1,0.39,Light Fog,Normal,4,47
2025-01-25,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,88,40,47.3,0.79,Light Fog,Normal,8,68
2025-01-25,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,100,76,55.4,0.84,Light Fog,Normal,2,86
2025-01-25,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,129,107,57.1,0.67,Light Fog,Normal,8,110
2025-01-25,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,68,17,38.7,0.45,Light Fog,Normal,2,47
2025-01-25,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,102,52,41.1,0.5,Light Fog,Normal,3,68
2025-01-25,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,129,102,43.1,0.25,Light Fog,Normal,3,86
2025-01-25,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,168,162,43.8,0.55,Light Fog,Normal,9,110
2025-01-26,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,38,0,68.6,0.45,Light Fog,Normal,7,47
2025-01-26,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,5,59.7,0.96,Light Fog,Normal,6,68
2025-01-26,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,69,23,80.3,0.11,Light Fog,Normal,6,86
2025-01-26,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,86,23,85.2,0.32,Light Fog,Normal,4,110
2025-01-26,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,55,13,47.7,0.94,Light Fog,Normal,3,47
2025-01-26,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,70,35,59.5,0.66,Light Fog,Normal,7,68
2025-01-26,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,72,53,77.3,0.82,Light Fog,Normal,9,86
2025-01-26,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,96,56,76.4,0.65,Light Fog,Normal,3,110
2025-01-26,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,55,0,47.4,0.26,Light Fog,Normal,3,47
2025-01-26,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,81,22,51.4,0.27,Light Fog,Normal,3,68
2025-01-26,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,118,51,47.0,0.93,Light Fog,Normal,5,86
2025-01-26,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,138,100,53.4,0.83,Light Fog,Normal,9,110
2025-01-26,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,81,0,32.5,0.2,Light Fog,Normal,8,47
2025-01-26,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,106,48,39.5,0.56,Light Fog,Normal,3,68
2025-01-26,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,139,102,40.0,0.65,Light Fog,Normal,9,86
2025-01-26,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,162,172,45.4,0.6,Light Fog,Normal,5,110
2025-01-27,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,29,4,89.5,0.66,Clear,Normal,2,47
2025-01-27,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,48,0,86.9,0.31,Clear,Normal,5,68
2025-01-27,12004,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,66,0,83.9,0.19,Clear,Normal,9,86
2025-01-27,12004,Route_North_1,CNB-LKO,CNB,LKO,123,92,80,0,91.5,0.29,Clear,Normal,4,110
2025-01-27,12301,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,33,34,79.0,0.64,Clear,Normal,7,47
2025-01-27,12301,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,44,34,94.2,0.64,Clear,Normal,3,68
2025-01-27,12301,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,57,26,97.6,0.75,Clear,Normal,2,86
2025-01-27,12301,Route_North_1,CNB-LKO,CNB,LKO,123,92,78,14,93.9,0.84,Heavy Rain,Normal,5,110
2025-01-27,14163,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,38,21,68.3,0.18,Clear,Normal,2,47
2025-01-27,14163,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,64,26,64.8,0.43,Clear,Normal,7,68
2025-01-27,14163,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,80,38,69.2,0.57,Clear,Normal,3,86
2025-01-27,14163,Route_North_1,CNB-LKO,CNB,LKO,123,92,114,49,64.6,0.68,Clear,Normal,9,110
2025-01-27,19031,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,64,42,41.2,0.58,Clear,Normal,6,47
2025-01-27,19031,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,82,73,51.0,0.15,Clear,Normal,5,68
2025-01-27,19031,Route_North_1,ALJN-CNB,ALJN,CNB,93,69,120,103,46.3,0.76,Clear,Normal,7,86
2025-01-27,19031,Route_North_1,CNB-LKO,CNB,LKO,123,92,140,154,52.6,0.18,Clear,Normal,6,110
2025-01-28,12004,Route_North_1,NDLS-GZB,NDLS,GZB,44,33,36,0,72.3,0.51,Clear,Normal,9,47
2025-01-28,12004,Route_North_1,GZB-ALJN,GZB,ALJN,70,52,47,3,88.7,0.98,Heavy Rain,Normal,4,68
